"Fon Kodu","Fon Adı","Şemsiye Fon Türü","1 Ay (%)","3 Ay (%)","6 Ay (%)","Yılbaşı (%)","1 Yıl (%)","3 Yıl (%)","5 Yıl (%)"
"TLY","TERA PORTFÖY BİRİNCİ SERBEST FON","Serbest Şemsiye Fonu","26,8553","117,4236","686,7366","945,1341","3.958,7319","44.993,5189","-"
"ZJI","ZİRAAT PORTFÖY İKİNCİ SERBEST (TL) FON","Serbest Şemsiye Fonu","7,9508","10,2532","60,8119","63,6961","197,3126","622,0508","-"
"ZJB","ZİRAAT PORTFÖY BİRİNCİ SERBEST (TL) FON","Serbest Şemsiye Fonu","7,0962","8,1442","56,1176","58,7951","187,9353","595,7431","-"
"IIE","İSTANBUL PORTFÖY ONDÖRDÜNCÜ SERBEST FON","Serbest Şemsiye Fonu","4,4720","4,9358","64,9317","75,3421","137,5774","-","-"
"DDF","DENİZ PORTFÖY DİNAMO SERBEST FON","Serbest Şemsiye Fonu","7,3734","11,3327","67,9202","65,3972","121,2932","405,5860","585,9965"
"RTP","RE-PIE PORTFÖY BİRİNCİ SERBEST FON","Serbest Şemsiye Fonu","7,1267","14,3733","30,9481","36,9902","94,6685","710,8116","-"
"NAU","NEO PORTFÖY ALTIN FONU","Kıymetli Madenler Şemsiye Fonu","1,8852","4,1640","36,0694","44,4312","93,0070","-","-"
"HGV","HEDEF PORTFÖY BİRİNCİ SERBEST FON","Serbest Şemsiye Fonu","25,7929","48,3695","55,5827","62,8091","87,6621","397,3292","-"
"BDC","AURA PORTFÖY BODRUM SERBEST FON","Serbest Şemsiye Fonu","14,5589","42,8330","48,7954","57,4403","83,8167","553,4384","-"
"HAM","HEDEF PORTFÖY ALTIN KATILIM FONU","Katılım Şemsiye Fonu","1,7119","3,6391","39,2449","44,8603","83,6925","-","-"
"ZCD","ZİRAAT PORTFÖY ALTINCI SERBEST (TL) FON","Serbest Şemsiye Fonu","16,7066","21,9328","32,9688","36,1706","83,4920","-","-"
"BDS","PARDUS PORTFÖY BIST 30 DIŞI ŞİRKETLER HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","6,9401","20,5990","57,3176","64,0958","83,1482","-","-"
"TMM","TERA PORTFÖY İKİNCİ SERBEST (DÖVİZ) FON","Serbest Şemsiye Fonu","2,3021","6,7694","54,8125","56,3856","79,7639","-","-"
"BIH","PARDUS PORTFÖY BİRİNCİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","6,0972","23,8870","39,0169","38,4776","79,1635","-","-"
"TCA","ZİRAAT PORTFÖY ALTIN KATILIM FONU","Katılım Şemsiye Fonu","1,8758","2,5499","40,3657","44,0130","75,9551","350,5748","973,3577"
"MKG","AKTİF PORTFÖY ALTIN KATILIM FONU","Kıymetli Madenler Şemsiye Fonu","2,9794","6,1277","41,2550","45,2638","73,7777","375,1602","1.015,6196"
"NJF","NUROL PORTFÖY ALTIN KATILIM FONU","Katılım Şemsiye Fonu","1,8752","4,5489","38,7548","43,8876","73,3897","353,9686","-"
"RBA","ALBARAKA PORTFÖY BEREKET VAKFI NA DESTEK ALTIN KATILIM FONU","Katılım Şemsiye Fonu","1,0085","2,9857","41,9331","47,8145","73,3362","317,0870","818,7388"
"PAF","PARDUS PORTFÖY ALTIN FONU","Kıymetli Madenler Şemsiye Fonu","2,5395","-0,4877","36,0747","40,9145","73,3126","-","-"
"YKT","YAPI KREDİ PORTFÖY ALTIN FONU","Kıymetli Madenler Şemsiye Fonu","1,8252","3,7604","38,2720","41,5624","73,1854","358,6567","949,6058"
"OJK","QNB PORTFÖY ALTIN FONU","Kıymetli Madenler Şemsiye Fonu","1,8640","3,4140","37,6190","42,6531","71,7823","351,2992","-"
"TUA","TEB PORTFÖY ALTIN FONU","Kıymetli Madenler Şemsiye Fonu","1,7000","3,4096","38,1363","41,4770","71,1536","340,8550","919,6923"
"GBV","GARANTİ PORTFÖY BLOCKCHAİN TEKNOLOJİLERİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","14,9307","50,7664","29,8934","39,2202","70,5166","460,6273","-"
"GGK","INVEO PORTFÖY ALTIN FON","Kıymetli Madenler Şemsiye Fonu","1,6327","2,4342","36,4047","39,7745","70,3969","374,9694","-"
"HBF","HSBC PORTFÖY ALTIN FONU","Kıymetli Madenler Şemsiye Fonu","1,4101","3,7421","40,3654","46,4633","70,1136","329,7386","877,7369"
"DBA","DENİZ PORTFÖY ALTIN FONU","Kıymetli Madenler Şemsiye Fonu","1,3846","2,5947","36,8763","41,1706","69,7089","330,9844","896,4886"
"FIB","FİBA PORTFÖY ALTIN FONU","Kıymetli Madenler Şemsiye Fonu","1,3664","2,8609","37,6544","42,3313","69,6976","331,6037","907,4436"
"UP1","ÜNLÜ PORTFÖY ALTIN FONU","Kıymetli Madenler Şemsiye Fonu","2,0513","3,1506","37,3831","40,1707","69,3909","-","-"
"JET","ATA PORTFÖY HAVACILIK VE SAVUNMA TEKNOLOJİLERİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","8,8677","22,6645","46,3316","52,6664","69,2946","-","-"
"KZL","KUVEYT TÜRK PORTFÖY ALTIN KATILIM FONU","Katılım Şemsiye Fonu","1,5728","3,3953","39,7102","45,4580","68,9289","375,3470","992,2010"
"RIK","RE-PIE PORTFÖY İKİNCİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","7,0711","14,0570","37,1524","39,9916","67,9136","-","-"
"IJB","İŞ PORTFÖY DİJİTAL OYUN SEKTÖRÜ KARMA FON","Karma Şemsiye Fonu","5,6504","23,4470","38,3956","39,6711","67,7769","261,6958","-"
"RJG","RE-PIE PORTFÖY ALTIN KATILIM FONU","Katılım Şemsiye Fonu","1,8336","3,4224","38,9015","43,5547","67,6571","-","-"
"TAL","ATLAS PORTFÖY ALTIN KATILIM FONU","Kıymetli Madenler Şemsiye Fonu","1,0418","2,2930","37,9145","43,2095","67,6510","-","-"
"ICA","ICBC TURKEY PORTFÖY ALTIN FONU","Kıymetli Madenler Şemsiye Fonu","1,2519","3,0297","38,0502","41,4034","67,6464","326,5855","869,6907"
"RPG","ROTA PORTFÖY ALTIN FONU","Kıymetli Madenler Şemsiye Fonu","1,3377","3,7646","38,9678","44,3306","67,1827","292,7723","-"
"AFO","AK PORTFÖY ALTIN FONU","Kıymetli Madenler Şemsiye Fonu","1,3873","2,9554","37,6474","43,1026","66,5141","320,7206","877,3128"
"OTJ","OYAK PORTFÖY KIYMETLİ MADENLER FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","8,4324","20,7953","43,5583","50,4418","66,3710","265,4774","-"
"YZC","YAPI KREDİ PORTFÖY FİNTECH VE BLOCKCHAİN TEKNOLOJİLERİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","11,6226","39,7944","28,3827","35,1109","66,2082","281,9411","-"
"FDG","FONMAP PORTFÖY BİRİNCİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","6,6067","17,4979","35,1613","36,9285","65,4880","-","-"
"IOG","İŞ PORTFÖY GÜMÜŞ SERBEST FON","Serbest Şemsiye Fonu","8,8054","25,0150","42,1080","51,6936","65,1136","361,4694","-"
"BVZ","BV PORTFÖY İSTATİSTİKSEL ARBİTRAJ SERBEST (TL) FON","Serbest Şemsiye Fonu","3,1067","12,1862","24,9964","28,3769","64,8063","-","-"
"PKF","ATA PORTFÖY ALTIN KATILIM FONU","Katılım Şemsiye Fonu","1,5232","2,9408","37,8381","42,7703","64,7464","-","-"
"OGD","OYAK PORTFÖY ALTIN KATILIM FONU","Katılım Şemsiye Fonu","1,5934","3,3214","35,6242","41,0711","64,4506","320,4981","-"
"KMF","AZİMUT PORTFÖY ALTIN KATILIM FONU","Katılım Şemsiye Fonu","2,8197","4,0165","37,4285","41,6199","63,5519","-","-"
"PPS","PHİLLİP PORTFÖY BİRİNCİ SERBEST FON","Serbest Şemsiye Fonu","10,2203","26,4240","35,4341","48,3633","62,5283","150,2036","-"
"NJR","NUROL PORTFÖY BİRİNCİ BORÇLANMA ARAÇLARI FONU","Borçlanma Araçları Şemsiye Fonu","4,3393","12,8842","25,5933","29,1098","62,1320","221,5755","-"
"IVY","İSTANBUL PORTFÖY BLOCKCHAIN TEKNOLOJİLERİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","17,2223","48,9168","24,5004","34,0457","62,0496","357,6476","-"
"MJG","AKTİF PORTFÖY GÜMÜŞ FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","10,1102","24,4714","44,1023","53,1962","62,0404","345,9389","-"
"GTA","GARANTİ PORTFÖY ALTIN FONU","Kıymetli Madenler Şemsiye Fonu","1,7918","4,0381","38,5392","42,4674","62,0022","312,3691","861,9449"
"KSA","HEDEF PORTFÖY KISA VADELİ SERBEST (TL) FON","Serbest Şemsiye Fonu","3,8622","12,7760","26,1571","29,5259","61,8133","-","-"
"GOL","GARANTİ PORTFÖY ALTIN KATILIM FONU","Katılım Şemsiye Fonu","1,6597","3,4385","35,6938","40,9736","61,6451","-","-"
"GTZ","GARANTİ PORTFÖY GÜMÜŞ FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","8,4275","23,7479","41,4381","50,4560","61,5167","315,8809","-"
"HVK","HEDEF PORTFÖY BİRİNCİ BORÇLANMA ARAÇLARI (TL) FONU","Borçlanma Araçları Şemsiye Fonu","3,8070","12,6005","26,0181","29,4899","61,4532","229,2005","-"
"TTA","İŞ PORTFÖY ALTIN FONU","Kıymetli Madenler Şemsiye Fonu","1,0474","4,6957","34,9556","39,0142","61,2975","327,3654","896,2155"
"PRU","ALLBATROSS PORTFÖY KISA VADELİ SERBEST (TL) FON","Serbest Şemsiye Fonu","3,8841","13,2029","26,6842","29,9294","61,1980","-","-"
"RPT","ROTA PORTFÖY İKİNCİ SERBEST (TL) FON","Serbest Şemsiye Fonu","3,5872","12,0830","25,1764","28,3640","60,6492","229,5166","-"
"PPT","ATLAS PORTFÖY PARA PİYASASI (TL) FONU","Para Piyasası Şemsiye Fonu","3,8745","12,7111","25,6347","28,8956","60,6344","-","-"
"PPN","NUROL PORTFÖY PARA PİYASASI (TL) FONU","Para Piyasası Şemsiye Fonu","3,9261","12,7847","25,5479","28,8392","60,5659","215,6435","-"
"GO6","FONERİA PORTFÖY PARA PİYASASI (TL) FONU","Para Piyasası Şemsiye Fonu","3,9992","12,5477","25,4092","28,7053","60,4088","-","-"
"KUT","KUVEYT TÜRK PORTFÖY KIYMETLİ MADENLER KATILIM FONU","Katılım Şemsiye Fonu","4,0277","11,9648","38,4323","45,4988","60,3558","324,2757","-"
"DCB","DENİZ PORTFÖY PARA PİYASASI SERBEST (TL) FON","Serbest Şemsiye Fonu","3,7047","12,4633","25,4540","28,7099","60,2573","212,3096","-"
"AC4","PARDUS PORTFÖY PARA PİYASASI (TL) FON","Para Piyasası Şemsiye Fonu","3,8060","12,5148","25,0714","28,3805","60,2290","-","-"
"ADE","AK PORTFÖY MUTLAK GETİRİ HEDEFLİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","6,9293","15,5787","27,7283","30,8506","60,2200","194,4729","288,7716"
"HYV","HEDEF PORTFÖY PARA PİYASASI (TL) FONU","Para Piyasası Şemsiye Fonu","3,9209","12,7225","25,2321","28,5712","60,1881","216,6765","-"
"PRY","PUSULA PORTFÖY PARA PİYASASI (TL) FONU","Para Piyasası Şemsiye Fonu","3,9769","13,0002","25,9241","29,1647","60,1704","-","-"
"RUT","BV PORTFÖY ROBOTİK VE UZAY TEKNOLOJİLERİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","8,1804","32,6549","34,1415","38,3883","59,9547","-","-"
"BGP","AK PORTFÖY ÜÇÜNCÜ PARA PİYASASI (TL) FONU","Para Piyasası Şemsiye Fonu","3,8331","12,6017","25,0219","28,3396","59,8972","208,0307","321,1462"
"IJV","İSTANBUL PORTFÖY BİRİNCİ PARA PİYASASI (TL) FONU","Para Piyasası Şemsiye Fonu","3,9548","12,5158","24,9790","28,3304","59,8970","203,5824","-"
"NRG","NEO PORTFÖY BİRİNCİ PARA PİYASASI FONU","Para Piyasası Şemsiye Fonu","3,8640","12,5062","24,9431","28,2811","59,8463","217,7291","-"
"HVT","ALLBATROSS PORTFÖY BİRİNCİ PARA PİYASASI (TL) FONU","Para Piyasası Şemsiye Fonu","4,0303","12,8504","25,5562","28,8416","59,8241","-","-"
"KIE","TRIVE PORTFÖY PARA PİYASASI (TL) FONU","Para Piyasası Şemsiye Fonu","3,8327","12,1994","25,0392","28,2692","59,8168","-","-"
"DL2","DENİZ PORTFÖY İKİNCİ PARA PİYASASI (TL) FONU","Para Piyasası Şemsiye Fonu","3,8663","12,4052","24,8493","28,0832","59,7689","-","-"
"NVT","NEO PORTFÖY ÜÇÜNCÜ SERBEST (TL) FON","Serbest Şemsiye Fonu","3,8696","12,2792","25,4336","28,8046","59,7684","-","-"
"OLE","OSMANLI PORTFÖY BİRİNCİ FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","3,8452","12,7867","25,8858","29,0688","59,7594","203,1000","-"
"EIL","QİNVEST PORTFÖY PARA PİYASASI FONU","Para Piyasası Şemsiye Fonu","3,9563","12,6618","25,3780","28,5660","59,7053","188,9870","300,3071"
"ZBJ","ZİRAAT PORTFÖY BAŞAK PARA PİYASASI (TL) FONU","Para Piyasası Şemsiye Fonu","3,8459","12,6553","24,8107","28,1173","59,5403","207,8854","-"
"OSD","OSMANLI PORTFÖY ÖZEL SEKTÖR BORÇLANMA ARAÇLARI FONU","Borçlanma Araçları Şemsiye Fonu","3,6415","12,1245","25,1717","28,3446","59,4334","210,6183","363,5436"
"RPP","ROTA PORTFÖY PARA PİYASASI (TL) FONU","Para Piyasası Şemsiye Fonu","3,7999","12,3776","24,6897","27,9987","59,4198","211,5486","-"
"CFO","ROTA PORTFÖY İKİNCİ PARA PİYASASI FONU","Para Piyasası Şemsiye Fonu","3,8489","12,5339","24,5739","27,9009","59,4123","-","-"
"AAL","ATA PORTFÖY PARA PİYASASI (TL) FONU","Para Piyasası Şemsiye Fonu","3,8361","12,3677","24,9470","28,2138","59,3737","190,2996","290,6102"
"YZG","YAPI KREDİ PORTFÖY GÜMÜŞ FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","9,6517","23,9451","40,6460","49,2905","59,2444","344,8198","-"
"FMG","QNB PORTFÖY GÜMÜŞ SERBEST FON","Serbest Şemsiye Fonu","9,6642","23,6848","43,2707","51,7618","59,2229","-","-"
"PPP","PERFORM PORTFÖY PARA PİYASASI (TL) FONU","Para Piyasası Şemsiye Fonu","3,7717","12,5506","24,6633","27,9289","59,2078","-","-"
"KPP","KARE PORTFÖY PARA PİYASASI FONU","Para Piyasası Şemsiye Fonu","3,8137","12,4066","24,6909","27,8321","59,1372","-","-"
"DMG","DENİZ PORTFÖY GÜMÜŞ FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","9,0122","23,1780","42,2875","50,3553","59,1291","319,8185","-"
"HDA","HEDEF PORTFÖY DÖRDÜNCÜ İSTATİSTİKSEL ARBİTRAJ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON)","Serbest Şemsiye Fonu","2,3572","10,2440","27,2097","29,5903","59,0517","-","-"
"FSF","FİBA PORTFÖY PARA PİYASASI SERBEST (TL) FON","Serbest Şemsiye Fonu","3,6469","12,2400","24,9259","28,0908","59,0500","210,3520","328,0936"
"TCB","TACİRLER PORTFÖY PARA PİYASASI FONU","Para Piyasası Şemsiye Fonu","3,8117","12,3222","24,8776","28,0559","59,0260","175,7203","256,4645"
"IOO","İŞ PORTFÖY İKİNCİ PARA PİYASASI (TL) FONU","Para Piyasası Şemsiye Fonu","3,8006","12,4559","24,6120","27,8392","59,0147","197,3344","-"
"FIL","FİBA PORTFÖY PARA PİYASASI (TL) FONU","Para Piyasası Şemsiye Fonu","3,9341","12,5680","25,0024","28,1926","58,9731","203,7043","317,0368"
"PPZ","AZİMUT PORTFÖY PARA PİYASASI (TL) FONU","Para Piyasası Şemsiye Fonu","3,8008","12,3604","24,5841","27,8237","58,9627","214,5738","-"
"IRY","INVEO PORTFÖY PARA PİYASASI (TL) FONU","Para Piyasası Şemsiye Fonu","3,7546","12,2025","24,4043","27,6604","58,9601","-","-"
"GBN","GARANTİ PORTFÖY BEŞİNCİ (TL) SERBEST FON","Serbest Şemsiye Fonu","3,6034","12,1320","24,8812","28,0221","58,8623","209,8939","327,4362"
"HEH","HEDEF PORTFÖY ALGO EVEREST İSTATİSTİKSEL ARBİTRAJ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON)","Serbest Şemsiye Fonu","2,6360","11,1246","22,0773","26,3471","58,8617","-","-"
"NZT","NEO PORTFÖY PARA PİYASASI SERBEST FON","Serbest Şemsiye Fonu","3,7724","12,5253","25,0505","28,2004","58,8178","199,4046","-"
"NVB","NEO PORTFÖY İKİNCİ PARA PİYASASI (TL) FON","Para Piyasası Şemsiye Fonu","3,8268","12,4440","24,5782","27,8784","58,8016","-","-"
"AHU","ATLAS PORTFÖY BİRİNCİ ÖZEL SEKTÖR BORÇLANMA ARAÇLARI FONU","Borçlanma Araçları Şemsiye Fonu","3,6530","11,9692","25,0170","28,5095","58,7329","224,2023","359,3032"
"PUC","AK PORTFÖY BİRİNCİ KISA VADELİ SERBEST (TL)  FON","Serbest Şemsiye Fonu","3,6573","12,0393","24,6154","27,8259","58,7008","195,6251","287,1064"
"NSK","NEO PORTFÖY BİRİNCİ SERBEST FON","Serbest Şemsiye Fonu","3,4659","12,3111","24,8042","27,9713","58,6203","235,1625","-"
"DLY","DENİZ PORTFÖY PARA PİYASASI (TL) FONU","Para Piyasası Şemsiye Fonu","3,7699","12,2348","24,5655","27,7457","58,5712","196,3819","299,9681"
"UP2","ÜNLÜ PORTFÖY ONİKİNCİ SERBEST FON","Serbest Şemsiye Fonu","3,6444","12,2196","24,2494","27,5000","58,5326","-","-"
"FJB","FİBA PORTFÖY BLOK ZİNCİRİ TEKNOLOJİLERİ SERBEST FON","Serbest Şemsiye Fonu","13,9637","50,5110","32,6260","35,3092","58,4827","308,4919","-"
"UPP","ÜNLÜ PORTFÖY PARA PİYASASI (TL) FONU","Para Piyasası Şemsiye Fonu","3,7740","12,4144","24,3442","27,5316","58,3994","198,6760","311,9650"
"LID","ALLBATROSS PORTFÖY İKİNCİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","9,9640","11,2321","36,8538","37,8663","58,3705","-","-"
"DGH","ATA PORTFÖY ÜÇÜNCÜ SERBEST (TL) FONU","Serbest Şemsiye Fonu","3,6420","12,1305","25,2959","28,5104","58,3302","205,1142","324,3113"
"HSL","HSBC PORTFÖY PARA PİYASASI (TL) FONU","Para Piyasası Şemsiye Fonu","3,7873","12,3390","24,4215","27,5514","58,2980","179,3164","274,1934"
"IDL","AKTİF PORTFÖY PARA PİYASASI (TL) FONU","Para Piyasası Şemsiye Fonu","3,6806","12,3188","23,7046","26,9333","58,0860","202,4202","-"
"ICE","ICBC TURKEY PORTFÖY PARA PİYASASI (TL) FONU","Para Piyasası Şemsiye Fonu","3,7717","12,3145","24,2726","27,4202","57,9401","191,7836","293,2246"
"PJL","PHİLLİP PORTFÖY PARA PİYASASI FONU","Para Piyasası Şemsiye Fonu","3,7045","11,7889","24,0767","27,3722","57,9153","197,9945","-"
"ZFB","AK PORTFÖY FİNTEK VE BLOKZİNCİRİ TEKNOLOJİLERİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","12,4629","31,7438","28,5599","36,0730","57,8811","320,1463","-"
"KZU","KUVEYT TÜRK PORTFÖY İKİNCİ ALTIN KATILIM FONU","Katılım Şemsiye Fonu","1,5211","2,8949","35,4704","40,7845","57,5951","-","-"
"FSK","QNB PORTFÖY İKİNCİ PARA PİYASASI (TL) FONU","Para Piyasası Şemsiye Fonu","3,9146","12,6276","24,2563","27,5120","57,5344","197,5968","298,9147"
"DBK","DENİZ PORTFÖY KISA VADELİ BORÇLANMA ARAÇLARI (TL) FONU","Borçlanma Araçları Şemsiye Fonu","3,4800","11,6858","23,6910","26,8211","57,3855","181,0054","272,3670"
"GBL","AZİMUT PYŞ KISA VADELİ BORÇLANMA ARAÇLARI FONU","Borçlanma Araçları Şemsiye Fonu","3,6059","11,9676","24,4076","27,5704","57,3311","205,2833","321,3509"
"ONN","AKTİF PORTFÖY AKTİF ONİKS SERBEST (TL) FON","Serbest Şemsiye Fonu","4,1051","13,5888","26,3956","29,6489","57,2534","195,3156","308,9974"
"IST","İSTANBUL PORTFÖY KISA VADELİ BORÇLANMA ARAÇLARI (TL) FONU","Borçlanma Araçları Şemsiye Fonu","3,6212","11,9512","24,8986","28,1294","57,2343","201,0901","315,7826"
"ZP8","ZİRAAT PORTFÖY KEHRİBAR PARA PİYASASI KATILIM SERBEST (TL) FON","Serbest Şemsiye Fonu","3,6300","12,0618","24,2112","27,3281","57,1183","-","-"
"GMC","TEB PORTFÖY GÜMÜŞ FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","9,2520","23,3527","41,0828","49,4136","57,0660","313,8503","-"
"FZP","FİBA PORTFÖY SERBEST FON","Serbest Şemsiye Fonu","4,7497","12,4458","23,7951","26,9814","57,0426","229,1771","-"
"HIM","HEDEF PORTFÖY İKİNCİ MUTLAK GETİRİ HEDEFLİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON)","Serbest Şemsiye Fonu","2,9195","11,0950","23,4041","26,4810","57,0199","-","-"
"NJY","NUROL PORTFÖY BİRİNCİ KATILIM FONU","Katılım Şemsiye Fonu","3,5925","11,9593","24,1109","27,7023","56,9443","268,1403","-"
"OKT","OYAK PORTFÖY BİRİNCİ BORÇLANMA ARAÇLARI FONU","Borçlanma Araçları Şemsiye Fonu","3,4742","11,7164","24,2253","27,3693","56,8970","199,6760","316,2653"
"OKP","OYAK PORTFÖY BİRİNCİ KISA VADELİ BORÇLANMA ARAÇLARI (TL) FONU","Borçlanma Araçları Şemsiye Fonu","3,8730","12,4508","23,9908","27,2475","56,8273","186,4654","288,7418"
"GUB","GARANTİ PORTFÖY ÖZEL SEKTÖR BORÇLANMA ARAÇLARI FONU","Borçlanma Araçları Şemsiye Fonu","3,3992","11,3531","23,5170","26,3157","56,5836","-","-"
"HPH","HEDEF PORTFÖY PARA PİYASASI KATILIM FONU","Katılım Şemsiye Fonu","3,5402","12,0701","24,2659","27,3569","56,5745","-","-"
"KVS","AZİMUT PORTFÖY KISA VADELİ SERBEST (TL) FON","Serbest Şemsiye Fonu","3,8160","12,8289","26,1422","29,0044","56,5676","-","-"
"OPD","OSMANLI PORTFÖY ANKA SERBEST FON","Serbest Şemsiye Fonu","3,3962","11,6503","23,8651","26,8334","56,5667","236,5917","398,9662"
"NSA","NEO PORTFÖY PARA PİYASASI KATILIM SERBEST FON","Serbest Şemsiye Fonu","3,6080","11,8634","24,0207","27,2032","56,5592","-","-"
"DBZ","DENİZ PORTFÖY ÖZEL SEKTÖR BORÇLANMA ARAÇLARI FONU","Borçlanma Araçları Şemsiye Fonu","3,4092","11,2406","23,2848","26,3362","56,5242","183,7275","283,3960"
"MBL","MEKSA PORTFÖY İKİNCİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","3,5954","11,9826","23,7017","26,7701","56,3799","143,5359","207,4143"
"GUM","AK PORTFÖY GÜMÜŞ FON SEPETI FONU","Fon Sepeti Şemsiye Fonu","9,0737","22,9758","40,7304","48,9869","56,3457","316,8044","-"
"FPI","FONMAP PORTFÖY BİRİNCİ PARA PİYASASI (TL) FONU","Para Piyasası Şemsiye Fonu","3,5252","11,7224","24,0838","27,2154","55,9057","-","-"
"VMV","VEGA PORTFÖY MAVİ SERBEST FON","Serbest Şemsiye Fonu","3,6432","11,6587","23,0785","26,4987","55,8630","-","-"
"TRO","TRIVE PORTFÖY ALTIN FONU","Kıymetli Madenler Şemsiye Fonu","1,8960","3,5608","28,0728","30,7258","55,7095","-","-"
"BBF","PARDUS PORTFÖY BİRİNCİ BORÇLANMA ARAÇLARI (TL) FONU","Borçlanma Araçları Şemsiye Fonu","3,7972","12,1798","25,0076","28,3596","55,5380","-","-"
"FYO","QNB PORTFÖY ÖZEL SEKTÖR BORÇLANMA ARAÇLARI FONU","Borçlanma Araçları Şemsiye Fonu","3,4261","11,3811","23,3840","26,3925","55,3709","182,4309","272,2609"
"TBV","İŞ PORTFÖY ÖZEL SEKTÖR BORÇLANMA ARAÇLARI (TL) FONU","Borçlanma Araçları Şemsiye Fonu","3,5308","11,6658","23,9222","26,8267","55,0804","181,4826","284,4144"
"OSL","OSMANLI PORTFÖY KISA VADELİ BORÇLANMA ARAÇLARI (TL) FONU","Borçlanma Araçları Şemsiye Fonu","3,7062","11,8029","22,7020","25,9564","54,9041","173,6136","277,3973"
"GKH","GARANTİ PORTFÖY PARA PİYASASI KATILIM SERBEST (TL) FON","Serbest Şemsiye Fonu","3,5173","11,7302","23,7355","26,6916","54,8088","-","-"
"AYR","AK PORTFÖY ÖZEL SEKTÖR BORÇLANMA ARAÇLARI (TL) FONU","Borçlanma Araçları Şemsiye Fonu","3,4584","11,3440","23,4177","26,3360","54,7375","189,7089","290,1706"
"IFV","ICBC TURKEY PORTFÖY BİRİNCİ KISA VADELİ BORÇLANMA ARAÇLARI (TL) FONU","Borçlanma Araçları Şemsiye Fonu","4,2393","12,2038","22,5225","25,0794","54,6239","194,9179","-"
"EKF","QİNVEST PORTFÖY KİRA SERTİFİKASI KATILIM (TL) FONU","Katılım Şemsiye Fonu","3,5177","11,3059","23,2875","26,5490","54,3111","260,5369","400,6585"
"GO1","FONERİA PORTFÖY BİRİNCİ FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","5,9235","13,2174","24,4835","27,6663","54,1689","-","-"
"FPK","FİBA PORTFÖY KISA VADELİ BORÇLANMA ARAÇLARI (TL) FONU","Borçlanma Araçları Şemsiye Fonu","4,1406","11,8668","23,1545","26,0629","54,0547","172,6222","265,8280"
"FBV","İŞ PORTFÖY MODEL SERBEST FON","Serbest Şemsiye Fonu","12,8503","24,9138","18,0039","24,7448","53,9939","285,3957","-"
"IZS","İSTANBUL PORTFÖY ALTINCI SERBEST FON","Serbest Şemsiye Fonu","4,6557","19,4749","15,3255","14,5245","53,8271","237,6905","777,4488"
"KTR","KUVEYT TÜRK PORTFÖY BİRİNCİ KATILIM SERBEST (TL) FON","Serbest Şemsiye Fonu","3,5418","11,4835","23,2265","26,2599","53,8057","187,0493","285,8763"
"TOT","TEB PORTFÖY ÖZEL SEKTÖR BORÇLANMA ARAÇLARI FONU","Borçlanma Araçları Şemsiye Fonu","3,2653","11,0040","22,6113","25,5417","53,6745","170,2090","260,0705"
"ICV","ICBC TURKEY PORTFÖY BİRİNCİ SERBEST FON","Serbest Şemsiye Fonu","4,5155","10,4866","22,1786","25,3438","53,5683","233,2559","-"
"TCF","TEB PORTFÖY ÜÇÜNCÜ FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","4,5457","13,1101","22,8891","25,6671","53,5025","-","-"
"RKV","RE-PIE PORTFÖY KISA VADELİ KATILIM SERBEST (TL) FON","Serbest Şemsiye Fonu","3,4123","11,4668","22,8739","26,0006","53,4909","-","-"
"PVK","ALBARAKA PORTFÖY KISA VADELİ KATILIM SERBEST (TL) FON","Serbest Şemsiye Fonu","3,3509","10,7065","22,0533","25,0185","53,1671","183,6639","279,0123"
"KRC","KARE PORTFÖY BİRİNCİ BORÇLANMA ARAÇLARI FONU","Borçlanma Araçları Şemsiye Fonu","3,7325","11,9273","21,7082","24,9014","52,7824","202,2137","305,3074"
